kalimat,label
5000 untuk sumbangan paket data,pengeluaran
narik uang wifi 5000,pengeluaran
5000 buat buku,pengeluaran
klien menerima 100k,pemasukan
5000 buat ayam geprek,pengeluaran
750 ribu dari trading sebagai uang kembali,pemasukan
endorse hadiah 1 juta,pemasukan
750 ribu untuk keluar uang motor,pengeluaran
beli 5.000.000,pengeluaran
habis untuk parkir 10 ribu,pengeluaran
50.000 untuk membeli buku,pengeluaran
duit masuk 5000,pemasukan
100k untuk beli es kopi,pengeluaran
keluar uang 5000,pengeluaran
750 ribu buat mobil,pengeluaran
dapat uang 5000 dari proyek,pemasukan
10 ribu untuk sumbangan pulsa,pengeluaran
membayar listrik 50.000,pengeluaran
menjual uang 10 ribu dari kerja part-time,pemasukan
keluar duit 250.000,pengeluaran
1 juta untuk beli game online,pengeluaran
refund 750 ribu,pemasukan
2jt dari freelance sebagai hadiah,pemasukan
hadiah uang 750 ribu dari proyek,pemasukan
10 ribu dari donatur sebagai dikasih,pemasukan
isi saldo token listrik 750 ribu,pengeluaran
membeli baju 1 juta,pengeluaran
biaya 750 ribu,pengeluaran
pendapatan 250.000,pemasukan
donasi keluar 20rb,pengeluaran
membayar 20rb,pengeluaran
keluar duit 100k,pengeluaran
2jt untuk transfer game online,pengeluaran
keluar uang tas 1 juta,pengeluaran
toko hadiah 100k,pemasukan
endorse ditransfer 50.000,pemasukan
duit masuk 5000,pemasukan
menang uang 20rb dari konten youtube,pemasukan
10 ribu untuk ongkos baju,pengeluaran
komisi uang 1 juta dari klien,pemasukan
5.000.000 dari endorse sebagai hadiah,pemasukan
1 juta buat sepatu,pengeluaran
100k untuk pengeluaran token listrik,pengeluaran
narik uang parkir 5000,pengeluaran
2jt untuk membayar komputer,pengeluaran
menang 5000,pemasukan
sumbangan 2jt,pengeluaran
dikasih 750 ribu,pemasukan
duit masuk 1 juta,pemasukan
duit masuk 100k,pemasukan
hasil jual uang 5000 dari donatur,pemasukan
isi saldo mobil 20rb,pengeluaran
keluar duit 50.000,pengeluaran
transfer masuk 10 ribu,pemasukan
keluar duit 50.000,pengeluaran
kerja part-time menerima 5000,pemasukan
habis untuk BBM 2jt,pengeluaran
tarik tunai paket data 100k,pengeluaran
keluar duit 10 ribu,pengeluaran
5.000.000 buat handphone,pengeluaran
event pemasukan 1 juta,pemasukan
refund 5000,pemasukan
top up 50.000,pengeluaran
terima 2jt,pemasukan
1 juta buat handphone,pengeluaran
keluar duit 5000,pengeluaran
narik uang 750 ribu,pengeluaran
250.000 buat handphone,pengeluaran
pendapatan 5.000.000,pemasukan
top up paket data 5000,pengeluaran
konten youtube menang 2jt,pemasukan
top up 5.000.000,pengeluaran
750 ribu untuk keluar uang BBM,pengeluaran
hasil jual uang 100k dari bos,pemasukan
uang kembali 10 ribu,pemasukan
50.000 buat nasi goreng,pengeluaran
10 ribu buat tas,pengeluaran
pengeluaran es kopi 5000,pengeluaran
ditransfer 2jt,pemasukan
2jt untuk sumbangan air,pengeluaran
5.000.000 dari investasi sebagai pemasukan,pemasukan
keluar duit 1 juta,pengeluaran
keluar duit 1 juta,pengeluaran
5.000.000 dari bos sebagai pemasukan,pemasukan
freelance terima 5000,pemasukan
ongkos 2jt,pengeluaran
menerima uang 750 ribu dari klien,pemasukan
pengeluaran baju 50.000,pengeluaran
duit masuk 10 ribu,pemasukan
20rb buat wifi,pengeluaran
orang tua menang 5000,pemasukan
terima 5.000.000,pemasukan
proyek komisi 100k,pemasukan
5.000.000 buat paket data,pengeluaran
duit masuk 2jt,pemasukan
keluar duit 20rb,pengeluaran
gaji 2jt,pemasukan
freelance menerima 2jt,pemasukan
donasi keluar 750 ribu,pengeluaran
5000 dari toko sebagai bonus,pemasukan
refund 2jt,pemasukan
2jt untuk ongkos baju,pengeluaran
keluar uang 5000,pengeluaran
pendapatan uang 750 ribu dari orang tua,pemasukan
keluar duit 20rb,pengeluaran
biaya handphone 250.000,pengeluaran
refund uang 100k dari investasi,pemasukan
duit masuk 10 ribu,pemasukan
spend paket data 250.000,pengeluaran
keluar duit 100k,pengeluaran
hadiah 750 ribu,pemasukan
50.000 buat es kopi,pengeluaran
50.000 dari endorse sebagai komisi,pemasukan
hasil jual uang 50.000 dari endorse,pemasukan
isi saldo es kopi 1 juta,pengeluaran
menjual 10 ribu,pemasukan
keluar duit 50.000,pengeluaran
bos pendapatan 100k,pemasukan
uang kembali uang 2jt dari jualan online,pemasukan
20rb buat air,pengeluaran
1 juta untuk sumbangan es kopi,pengeluaran
keluar duit 2jt,pengeluaran
duit masuk 10 ribu,pemasukan
isi saldo game online 1 juta,pengeluaran
20rb buat handphone,pengeluaran
10 ribu buat BBM,pengeluaran
750 ribu buat buku,pengeluaran
duit masuk 1 juta,pemasukan
beli 50.000,pengeluaran
isi saldo nasi goreng 250.000,pengeluaran
50.000 buat nasi goreng,pengeluaran
pengeluaran 10 ribu,pengeluaran
uang kembali uang 10 ribu dari klien,pemasukan
duit masuk 1 juta,pemasukan
keluar duit 100k,pengeluaran
10 ribu dari endorse sebagai uang kembali,pemasukan
keluar duit 750 ribu,pengeluaran
keluar uang 2jt,pengeluaran
teman pendapatan 250.000,pemasukan
bos pemasukan 50.000,pemasukan
duit masuk 1 juta,pemasukan
transfer 250.000,pengeluaran
ongkos 750 ribu,pengeluaran
habis untuk 250.000,pengeluaran
keluar duit 50.000,pengeluaran
duit masuk 2jt,pemasukan
narik uang 50.000,pengeluaran
duit masuk 100k,pemasukan
750 ribu untuk top up es kopi,pengeluaran
refund uang 5000 dari jualan online,pemasukan
keluar duit 10 ribu,pengeluaran
transfer masuk uang 50.000 dari teman,pemasukan
pendapatan uang 50.000 dari bos,pemasukan
menerima 100k,pemasukan
isi saldo 5000,pengeluaran
bayar tas 50.000,pengeluaran
biaya 250.000,pengeluaran
dapat 2jt,pemasukan
top up baju 5.000.000,pengeluaran
duit masuk 10 ribu,pemasukan
50.000 dari konten youtube sebagai komisi,pemasukan
50.000 untuk biaya komputer,pengeluaran
ditransfer uang 250.000 dari klien,pemasukan
pendapatan 5000,pemasukan
kirim 750 ribu,pengeluaran
dapat uang 5000 dari orang tua,pemasukan
dikasih uang 5.000.000 dari bos,pemasukan
duit masuk 2jt,pemasukan
gaji 5.000.000,pemasukan
duit masuk 250.000,pemasukan
5000 dari proyek sebagai menang,pemasukan
hasil jual 750 ribu,pemasukan
beli 2jt,pengeluaran
ditransfer uang 2jt dari teman,pemasukan
uang kembali 1 juta,pemasukan
duit masuk 5.000.000,pemasukan
konten youtube bonus 5000,pemasukan
membeli 50.000,pengeluaran
10 ribu untuk top up parkir,pengeluaran
1 juta buat motor,pengeluaran
beli parkir 1 juta,pengeluaran
tarik tunai 1 juta,pengeluaran
event pemasukan 5000,pemasukan
kirim 2jt,pengeluaran
konten youtube menang 20rb,pemasukan
spend tas 100k,pengeluaran
investasi ditransfer 5000,pemasukan
duit masuk 750 ribu,pemasukan
100k untuk isi saldo air,pengeluaran
20rb dari investasi sebagai menjual,pemasukan
spend 750 ribu,pengeluaran
duit masuk 10 ribu,pemasukan
donasi masuk 5.000.000,pemasukan
duit masuk 5000,pemasukan
donasi keluar 10 ribu,pengeluaran
keluar duit 250.000,pengeluaran
menang uang 1 juta dari trading,pemasukan
tarik tunai 20rb,pengeluaran
250.000 untuk isi saldo tas,pengeluaran
50.000 untuk spend wifi,pengeluaran
menjual uang 10 ribu dari klien,pemasukan
2jt dari proyek sebagai menjual,pemasukan
5.000.000 dari proyek sebagai komisi,pemasukan
750 ribu untuk habis untuk motor,pengeluaran
freelance refund 100k,pemasukan
duit masuk 2jt,pemasukan
keluar duit 750 ribu,pengeluaran
freelance donasi masuk 250.000,pemasukan
duit masuk 50.000,pemasukan
pengeluaran 100k,pengeluaran
donatur dikasih 20rb,pemasukan
100k buat pulsa,pengeluaran
100k untuk isi saldo BBM,pengeluaran
1 juta buat mobil,pengeluaran
membayar 100k,pengeluaran
membayar 2jt,pengeluaran
duit masuk 10 ribu,pemasukan
donasi masuk uang 1 juta dari jualan online,pemasukan
2jt dari konten youtube sebagai refund,pemasukan
20rb buat komputer,pengeluaran
transfer 5.000.000,pengeluaran
10 ribu dari endorse sebagai bonus,pemasukan
ongkos buku 750 ribu,pengeluaran
10 ribu dari toko sebagai menerima,pemasukan
menjual 5000,pemasukan
duit masuk 250.000,pemasukan
donasi masuk 100k,pemasukan
100k untuk membayar listrik,pengeluaran
endorse donasi masuk 10 ribu,pemasukan
duit masuk 20rb,pemasukan
duit masuk 20rb,pemasukan
pengeluaran 10 ribu,pengeluaran
kirim buku 750 ribu,pengeluaran
750 ribu buat jajanan,pengeluaran
2jt buat jajanan,pengeluaran
5000 dari toko sebagai bonus,pemasukan
10 ribu buat baju,pengeluaran
5.000.000 untuk transfer nasi goreng,pengeluaran
keluar uang pulsa 100k,pengeluaran
gaji uang 20rb dari toko,pemasukan
bayar 750 ribu,pengeluaran
duit masuk 50.000,pemasukan
duit masuk 20rb,pemasukan
1 juta dari klien sebagai gaji,pemasukan
keluar duit 750 ribu,pengeluaran
donasi masuk uang 1 juta dari teman,pemasukan
keluar duit 100k,pengeluaran
dapat 20rb,pemasukan
konten youtube komisi 50.000,pemasukan
menang 5000,pemasukan
dikasih uang 5000 dari trading,pemasukan
investasi refund 50.000,pemasukan
750 ribu dari kerja part-time sebagai transfer masuk,pemasukan
transfer wifi 2jt,pengeluaran
teman dikasih 5.000.000,pemasukan
toko pendapatan 1 juta,pemasukan
keluar duit 20rb,pengeluaran
keluar duit 250.000,pengeluaran
20rb dari endorse sebagai gaji,pemasukan
duit masuk 2jt,pemasukan
trading pendapatan 750 ribu,pemasukan
1 juta untuk tarik tunai ayam geprek,pengeluaran
50.000 buat listrik,pengeluaran
spend 50.000,pengeluaran
2jt dari investasi sebagai refund,pemasukan
5000 buat parkir,pengeluaran
keluar duit 750 ribu,pengeluaran
habis untuk sepatu 250.000,pengeluaran
duit masuk 750 ribu,pemasukan
isi saldo ayam geprek 1 juta,pengeluaran
1 juta untuk ongkos es kopi,pengeluaran
transfer masuk 1 juta,pemasukan
750 ribu untuk bayar pulsa,pengeluaran
duit masuk 250.000,pemasukan
1 juta buat nasi goreng,pengeluaran
duit masuk 100k,pemasukan
20rb untuk donasi keluar komputer,pengeluaran
dikasih uang 250.000 dari orang tua,pemasukan
10 ribu untuk ongkos wifi,pengeluaran
5000 untuk isi saldo BBM,pengeluaran
bayar 250.000,pengeluaran
duit masuk 5.000.000,pemasukan
2jt buat wifi,pengeluaran
5000 dari konten youtube sebagai komisi,pemasukan
keluar duit 5.000.000,pengeluaran
bonus uang 750 ribu dari bos,pemasukan
10 ribu dari endorse sebagai komisi,pemasukan
50.000 buat es kopi,pengeluaran
sumbangan 250.000,pengeluaran
10 ribu dari proyek sebagai uang kembali,pemasukan
kirim 50.000,pengeluaran
10 ribu buat sepatu,pengeluaran
50.000 dari orang tua sebagai uang kembali,pemasukan
keluar duit 5000,pengeluaran
menjual uang 5000 dari freelance,pemasukan
refund uang 100k dari investasi,pemasukan
keluar duit 750 ribu,pengeluaran
orang tua menjual 5000,pemasukan
250.000 untuk membayar mobil,pengeluaran
20rb dari klien sebagai dapat,pemasukan
keluar duit 50.000,pengeluaran
duit masuk 2jt,pemasukan
teman pendapatan 2jt,pemasukan
50.000 dari investasi sebagai donasi masuk,pemasukan
isi saldo tas 750 ribu,pengeluaran
pemasukan 100k,pemasukan
habis untuk air 1 juta,pengeluaran
duit masuk 1 juta,pemasukan
duit masuk 10 ribu,pemasukan
250.000 untuk bayar buku,pengeluaran
spend 750 ribu,pengeluaran
donatur pemasukan 5000,pemasukan
5.000.000 buat tas,pengeluaran
5.000.000 dari konten youtube sebagai transfer masuk,pemasukan
5.000.000 untuk membayar paket data,pengeluaran
keluar uang 5.000.000,pengeluaran
2jt dari bos sebagai menang,pemasukan
20rb untuk sumbangan game online,pengeluaran
5.000.000 dari freelance sebagai menjual,pemasukan
750 ribu untuk beli ayam geprek,pengeluaran
keluar duit 1 juta,pengeluaran
narik uang token listrik 10 ribu,pengeluaran
20rb buat parkir,pengeluaran
beli 5.000.000,pengeluaran
1 juta untuk tarik tunai tas,pengeluaran
klien transfer masuk 10 ribu,pemasukan
duit masuk 20rb,pemasukan
750 ribu buat komputer,pengeluaran
5.000.000 buat listrik,pengeluaran
terima 5000,pemasukan
5.000.000 dari donatur sebagai gaji,pemasukan
1 juta dari konten youtube sebagai refund,pemasukan
membayar listrik 1 juta,pengeluaran
pendapatan 50.000,pemasukan
membeli komputer 10 ribu,pengeluaran
20rb buat handphone,pengeluaran
keluar duit 5000,pengeluaran
5000 untuk beli token listrik,pengeluaran
ongkos tas 20rb,pengeluaran
uang kembali 250.000,pemasukan
sumbangan 250.000,pengeluaran
refund 10 ribu,pemasukan
orang tua bonus 10 ribu,pemasukan
20rb buat es kopi,pengeluaran
donatur refund 5000,pemasukan
kerja part-time transfer masuk 1 juta,pemasukan
hasil jual uang 50.000 dari toko,pemasukan
bos menang 5.000.000,pemasukan
freelance menjual 20rb,pemasukan
duit masuk 750 ribu,pemasukan
menerima uang 20rb dari toko,pemasukan
investasi gaji 50.000,pemasukan
20rb buat komputer,pengeluaran
membayar 20rb,pengeluaran
duit masuk 50.000,pemasukan
orang tua dapat 250.000,pemasukan
bayar baju 5000,pengeluaran
duit masuk 50.000,pemasukan
duit masuk 2jt,pemasukan
top up sepatu 5.000.000,pengeluaran
pendapatan 10 ribu,pemasukan
750 ribu untuk isi saldo parkir,pengeluaran
duit masuk 5000,pemasukan
menjual uang 1 juta dari kerja part-time,pemasukan
keluar uang 750 ribu,pengeluaran
10 ribu buat komputer,pengeluaran
isi saldo 100k,pengeluaran
duit masuk 100k,pemasukan
750 ribu untuk keluar uang parkir,pengeluaran
20rb untuk isi saldo sepatu,pengeluaran
jualan online dapat 50.000,pemasukan
teman komisi 750 ribu,pemasukan
duit masuk 20rb,pemasukan
kerja part-time ditransfer 2jt,pemasukan
keluar duit 5000,pengeluaran
toko transfer masuk 20rb,pemasukan
habis untuk mobil 100k,pengeluaran
hasil jual 750 ribu,pemasukan
keluar duit 20rb,pengeluaran
2jt buat paket data,pengeluaran
100k dari freelance sebagai menjual,pemasukan
top up 100k,pengeluaran
5.000.000 dari freelance sebagai uang kembali,pemasukan
2jt untuk pengeluaran ayam geprek,pengeluaran
donatur menjual 10 ribu,pemasukan
menang uang 2jt dari endorse,pemasukan
dapat 250.000,pemasukan
duit masuk 1 juta,pemasukan
transfer token listrik 5000,pengeluaran
100k dari endorse sebagai ditransfer,pemasukan
habis untuk jajanan 50.000,pengeluaran
bayar air 5000,pengeluaran
dapat 5.000.000,pemasukan
menjual uang 5.000.000 dari orang tua,pemasukan
10 ribu buat token listrik,pengeluaran
proyek pemasukan 20rb,pemasukan
freelance komisi 750 ribu,pemasukan
keluar duit 5.000.000,pengeluaran
dikasih uang 750 ribu dari investasi,pemasukan
sumbangan listrik 2jt,pengeluaran
keluar duit 750 ribu,pengeluaran
50.000 dari donatur sebagai hasil jual,pemasukan
250.000 untuk kirim ayam geprek,pengeluaran
100k dari orang tua sebagai terima,pemasukan
membeli 50.000,pengeluaran
hasil jual uang 5000 dari toko,pemasukan
keluar duit 100k,pengeluaran
menang 250.000,pemasukan
5.000.000 untuk bayar listrik,pengeluaran
terima uang 20rb dari donatur,pemasukan
terima uang 5.000.000 dari trading,pemasukan
trading bonus 2jt,pemasukan
duit masuk 5000,pemasukan
gaji uang 1 juta dari event,pemasukan
duit masuk 20rb,pemasukan
duit masuk 750 ribu,pemasukan
keluar duit 50.000,pengeluaran
2jt buat parkir,pengeluaran
50.000 buat nasi goreng,pengeluaran
keluar duit 750 ribu,pengeluaran
spend token listrik 1 juta,pengeluaran
menjual 10 ribu,pemasukan
50.000 buat pulsa,pengeluaran
50.000 buat buku,pengeluaran
10 ribu untuk donasi keluar es kopi,pengeluaran
hadiah 1 juta,pemasukan
habis untuk air 5000,pengeluaran
bonus uang 1 juta dari endorse,pemasukan
5000 untuk transfer pulsa,pengeluaran
keluar duit 20rb,pengeluaran
toko pemasukan 750 ribu,pemasukan
pemasukan 5000,pemasukan
terima uang 750 ribu dari event,pemasukan
5.000.000 dari donatur sebagai refund,pemasukan
terima 10 ribu,pemasukan
kerja part-time gaji 250.000,pemasukan
pengeluaran 10 ribu,pengeluaran
keluar duit 750 ribu,pengeluaran
keluar duit 2jt,pengeluaran
2jt untuk narik uang tas,pengeluaran
20rb dari bos sebagai gaji,pemasukan
bonus 100k,pemasukan
komisi 250.000,pemasukan
duit masuk 5000,pemasukan
5000 dari konten youtube sebagai donasi masuk,pemasukan
5.000.000 buat token listrik,pengeluaran
membayar game online 20rb,pengeluaran
750 ribu dari donatur sebagai menerima,pemasukan
1 juta untuk membeli baju,pengeluaran
proyek ditransfer 100k,pemasukan
jualan online terima 2jt,pemasukan
pengeluaran 2jt,pengeluaran
membeli jajanan 10 ribu,pengeluaran
duit masuk 5000,pemasukan
sumbangan es kopi 250.000,pengeluaran
100k untuk tarik tunai baju,pengeluaran
investasi donasi masuk 2jt,pemasukan
keluar duit 100k,pengeluaran
kirim jajanan 100k,pengeluaran
250.000 untuk top up ayam geprek,pengeluaran
1 juta untuk narik uang air,pengeluaran
kirim 20rb,pengeluaran
duit masuk 5.000.000,pemasukan
250.000 dari event sebagai transfer masuk,pemasukan
teman uang kembali 750 ribu,pemasukan
hasil jual 5.000.000,pemasukan
ditransfer 1 juta,pemasukan
donasi keluar wifi 250.000,pengeluaran
dikasih uang 5000 dari proyek,pemasukan
duit masuk 50.000,pemasukan
1 juta buat tas,pengeluaran
50.000 untuk top up paket data,pengeluaran
50.000 buat tas,pengeluaran
keluar duit 100k,pengeluaran
250.000 dari teman sebagai transfer masuk,pemasukan
sumbangan 50.000,pengeluaran
komisi uang 10 ribu dari freelance,pemasukan
keluar duit 100k,pengeluaran
bonus uang 10 ribu dari klien,pemasukan
transfer komputer 50.000,pengeluaran
proyek gaji 10 ribu,pemasukan
biaya buku 750 ribu,pengeluaran
100k dari event sebagai pemasukan,pemasukan
5000 buat BBM,pengeluaran
top up 10 ribu,pengeluaran
pendapatan 5000,pemasukan
freelance komisi 1 juta,pemasukan
duit masuk 20rb,pemasukan
100k dari bos sebagai menjual,pemasukan
250.000 untuk top up komputer,pengeluaran
1 juta buat ayam geprek,pengeluaran
dikasih uang 1 juta dari teman,pemasukan
isi saldo paket data 750 ribu,pengeluaran
10 ribu untuk membeli es kopi,pengeluaran
sumbangan 2jt,pengeluaran
pendapatan uang 20rb dari proyek,pemasukan
250.000 untuk donasi keluar sepatu,pengeluaran
750 ribu dari jualan online sebagai komisi,pemasukan
20rb untuk spend jajanan,pengeluaran
1 juta untuk kirim handphone,pengeluaran
transfer 5000,pengeluaran
750 ribu dari proyek sebagai pemasukan,pemasukan
1 juta dari proyek sebagai menjual,pemasukan
beli 2jt,pengeluaran
dikasih uang 10 ribu dari investasi,pemasukan
proyek menjual 50.000,pemasukan
keluar uang 5000,pengeluaran
750 ribu dari jualan online sebagai hadiah,pemasukan
transfer sepatu 100k,pengeluaran
750 ribu untuk ongkos komputer,pengeluaran
dapat 20rb,pemasukan
donasi keluar mobil 250.000,pengeluaran
20rb untuk beli pulsa,pengeluaran
hasil jual 250.000,pemasukan
keluar duit 1 juta,pengeluaran
keluar duit 50.000,pengeluaran
kirim 100k,pengeluaran
uang kembali 100k,pemasukan
pengeluaran 2jt,pengeluaran
bayar token listrik 5000,pengeluaran
membeli token listrik 750 ribu,pengeluaran
5000 buat paket data,pengeluaran
50.000 untuk sumbangan handphone,pengeluaran
keluar duit 5000,pengeluaran
5.000.000 untuk sumbangan wifi,pengeluaran
biaya tas 10 ribu,pengeluaran
hadiah 5000,pemasukan
20rb untuk narik uang motor,pengeluaran
duit masuk 100k,pemasukan
2jt buat nasi goreng,pengeluaran
keluar duit 5.000.000,pengeluaran
750 ribu dari event sebagai gaji,pemasukan
250.000 buat sepatu,pengeluaran
keluar duit 1 juta,pengeluaran
refund uang 2jt dari konten youtube,pemasukan
750 ribu untuk membayar baju,pengeluaran
keluar duit 2jt,pengeluaran
keluar duit 10 ribu,pengeluaran
pendapatan 2jt,pemasukan
pengeluaran 5.000.000,pengeluaran
pengeluaran buku 100k,pengeluaran
pengeluaran 20rb,pengeluaran
beli BBM 20rb,pengeluaran
750 ribu dari freelance sebagai dapat,pemasukan
keluar duit 1 juta,pengeluaran
bos hasil jual 1 juta,pemasukan
2jt untuk membayar game online,pengeluaran
keluar duit 5000,pengeluaran
5.000.000 buat komputer,pengeluaran
ditransfer uang 2jt dari teman,pemasukan
5000 buat wifi,pengeluaran
donasi masuk uang 5000 dari freelance,pemasukan
proyek gaji 5.000.000,pemasukan
10 ribu dari freelance sebagai donasi masuk,pemasukan
menjual 50.000,pemasukan
isi saldo 2jt,pengeluaran
5000 dari bos sebagai menang,pemasukan
sumbangan 750 ribu,pengeluaran
5000 buat game online,pengeluaran
keluar duit 50.000,pengeluaran
